month;year;total;climadjust;anomaly;oni;maximum oni value;minimum oni value;condition;id
8;1985;26.29;26.64;-0.35;-0.45666666825612384;-0.45666666825612384;-0.7833333412806193;Normal Conditions;428
9;1985;26.02;26.56;-0.55;-0.4000000059604645;-0.4000000059604645;-0.7766666611035665;Normal Conditions;429
10;1985;26.23;26.53;-0.3;-0.3500000089406967;-0.3500000089406967;-0.6233333249886831;Normal Conditions;430
11;1985;26.33;26.52;-0.2;-0.2733333359162013;-0.2733333359162013;-0.48999998966852826;Normal Conditions;431
12;1985;26.19;26.51;-0.32;-0.35999999940395355;-0.2733333359162013;-0.45666666825612384;Normal Conditions;432
1;1986;25.89;26.46;-0.56;-0.4933333396911621;-0.2733333359162013;-0.4933333396911621;Normal Conditions;433
2;1986;26.06;26.66;-0.6;-0.47333333889643353;-0.2733333359162013;-0.4933333396911621;Normal Conditions;434
3;1986;26.88;27.14;-0.26;-0.31333333750565845;-0.2733333359162013;-0.4933333396911621;Normal Conditions;435
4;1986;27.49;27.58;-0.08;-0.20333333313465118;-0.20333333313465118;-0.4933333396911621;Normal Conditions;436
5;1986;27.41;27.68;-0.27;-0.12000000290572643;-0.12000000290572643;-0.4933333396911621;Normal Conditions;437
6;1986;27.42;27.43;-0.01;-0.0366666695723931;-0.0366666695723931;-0.47333333889643353;Normal Conditions;438
7;1986;27.18;27.01;0.17;0.2233333308249712;0.2233333308249712;-0.31333333750565845;Normal Conditions;439
8;1986;27.17;26.66;0.51;0.44333332280317944;0.44333332280317944;-0.20333333313465118;Normal Conditions;440
9;1986;27.24;26.59;0.65;0.7133333285649618;0.7133333285649618;-0.12000000290572643;Normal Conditions;441
10;1986;27.51;26.54;0.98;0.9433333476384481;0.9433333476384481;-0.0366666695723931;Normal Conditions;442
11;1986;27.7;26.5;1.2;1.1400000254313152;1.1400000254313152;0.2233333308249712;Normal Conditions;443
12;1986;27.71;26.47;1.24;1.2200000286102295;1.2200000286102295;0.44333332280317944;Normal Conditions;444
1;1987;27.68;26.46;1.22;1.2300000190734863;1.2300000190734863;0.7133333285649618;El Nino Event;445
2;1987;27.89;26.66;1.23;1.193333347638448;1.2300000190734863;0.9433333476384481;El Nino Event;446
3;1987;28.27;27.14;1.13;1.0600000023841858;1.2300000190734863;1.0600000023841858;El Nino Event;447
4;1987;28.4;27.58;0.82;0.9433333277702332;1.2300000190734863;0.9433333277702332;El Nino Event;448
5;1987;28.56;27.68;0.88;0.9700000087420145;1.2300000190734863;0.9433333277702332;El Nino Event;449
6;1987;28.64;27.43;1.21;1.2200000286102295;1.2200000286102295;0.9433333277702332;El Nino Event;450
7;1987;28.58;27.01;1.57;1.5133333603541057;1.5133333603541057;0.9433333277702332;El Nino Event;451
8;1987;28.41;26.66;1.76;1.700000007947286;1.700000007947286;0.9433333277702332;El Nino Event;452
9;1987;28.36;26.59;1.77;1.649999976158142;1.700000007947286;0.9700000087420145;El Nino Event;453
10;1987;27.95;26.54;1.42;1.4866666396458943;1.700000007947286;1.2200000286102295;El Nino Event;454
11;1987;27.77;26.5;1.27;1.253333330154419;1.700000007947286;1.253333330154419;El Nino Event;455
12;1987;27.54;26.47;1.07;1.1100000143051147;1.700000007947286;1.1100000143051147;El Nino Event;456
1;1988;27.45;26.46;0.99;0.8100000222524008;1.649999976158142;0.8100000222524008;El Nino Event;457
2;1988;27.04;26.66;0.37;0.5366666714350382;1.4866666396458943;0.5366666714350382;El Nino Event;458
3;1988;27.39;27.14;0.25;0.14333333571751913;1.253333330154419;0.14333333571751913;Normal Conditions;459
4;1988;27.38;27.58;-0.19;-0.31333333253860474;1.1100000143051147;-0.31333333253860474;Normal Conditions;460
5;1988;26.68;27.68;-1;-0.8766666849454244;0.8100000222524008;-0.8766666849454244;Normal Conditions;461
6;1988;25.99;27.43;-1.44;-1.2966667016347249;0.5366666714350382;-1.2966667016347249;Normal Conditions;462
7;1988;25.56;27.01;-1.45;-1.293333371480306;0.14333333571751913;-1.2966667016347249;Normal Conditions;463
8;1988;25.67;26.66;-0.99;-1.1033333539962769;-0.31333333253860474;-1.2966667016347249;Normal Conditions;464
9;1988;25.72;26.59;-0.87;-1.190000017484029;-0.8766666849454244;-1.2966667016347249;La Nina Event;465
10;1988;24.82;26.54;-1.71;-1.4766666889190674;-1.1033333539962769;-1.4766666889190674;La Nina Event;466
11;1988;24.66;26.5;-1.85;-1.7966667016347249;-1.1033333539962769;-1.7966667016347249;La Nina Event;467
12;1988;24.64;26.47;-1.83;-1.850000023841858;-1.1033333539962769;-1.850000023841858;La Nina Event;468
1;1989;24.59;26.46;-1.87;-1.690000017484029;-1.190000017484029;-1.850000023841858;La Nina Event;469
2;1989;25.29;26.66;-1.37;-1.4299999872843425;-1.4299999872843425;-1.850000023841858;La Nina Event;470
3;1989;26.09;27.14;-1.05;-1.0799999833106995;-1.0799999833106995;-1.850000023841858;La Nina Event;471
4;1989;26.75;27.58;-0.82;-0.8266666531562805;-0.8266666531562805;-1.850000023841858;La Nina Event;472
5;1989;27.07;27.68;-0.61;-0.573333332935969;-0.573333332935969;-1.690000017484029;La Nina Event;473
6;1989;27.14;27.43;-0.29;-0.4000000059604645;-0.4000000059604645;-1.4299999872843425;Normal Conditions;474
7;1989;26.71;27.01;-0.3;-0.30666667222976685;-0.30666667222976685;-1.0799999833106995;Normal Conditions;475
8;1989;26.32;26.66;-0.33;-0.27000001072883606;-0.27000001072883606;-0.8266666531562805;Normal Conditions;476
9;1989;26.41;26.59;-0.18;-0.2433333396911621;-0.2433333396911621;-0.573333332935969;Normal Conditions;477
10;1989;26.32;26.54;-0.22;-0.21666666865348816;-0.21666666865348816;-0.4000000059604645;Normal Conditions;478
11;1989;26.25;26.5;-0.25;-0.1599999995281299;-0.1599999995281299;-0.30666667222976685;Normal Conditions;479
12;1989;26.46;26.47;-0.01;-0.050000000124176346;-0.050000000124176346;-0.27000001072883606;Normal Conditions;480
1;1990;26.56;26.46;0.11;0.1366666673372189;0.1366666673372189;-0.2433333396911621;Normal Conditions;481
2;1990;26.98;26.66;0.31;0.20666666825612387;0.20666666825612387;-0.21666666865348816;Normal Conditions;482
3;1990;27.34;27.14;0.2;0.2800000061591466;0.2800000061591466;-0.1599999995281299;Normal Conditions;483
4;1990;27.9;27.58;0.33;0.2900000065565109;0.2900000065565109;-0.050000000124176346;Normal Conditions;484
5;1990;28.02;27.68;0.34;0.29333333671092987;0.29333333671092987;0.1366666673372189;Normal Conditions;485
6;1990;27.65;27.43;0.21;0.30666666726271313;0.30666666726271313;0.20666666825612387;Normal Conditions;486
7;1990;27.38;27.01;0.37;0.3333333283662796;0.3333333283662796;0.2800000061591466;Normal Conditions;487
8;1990;27.07;26.66;0.42;0.3799999952316284;0.3799999952316284;0.2900000065565109;Normal Conditions;488
9;1990;26.94;26.59;0.35;0.38999999562899273;0.38999999562899273;0.29333333671092987;Normal Conditions;489
10;1990;26.93;26.54;0.4;0.35333333412806195;0.38999999562899273;0.30666666726271313;Normal Conditions;490
11;1990;26.81;26.5;0.31;0.39666666587193805;0.39666666587193805;0.3333333283662796;Normal Conditions;491
12;1990;26.96;26.47;0.48;0.41333332657814026;0.41333332657814026;0.35333333412806195;Normal Conditions;492
1;1991;27.04;26.59;0.45;0.4066666563351949;0.41333332657814026;0.35333333412806195;Normal Conditions;493
2;1991;27.08;26.79;0.29;0.26333332682649296;0.41333332657814026;0.26333332682649296;Normal Conditions;494
3;1991;27.33;27.28;0.05;0.2199999950826168;0.41333332657814026;0.2199999950826168;Normal Conditions;495
4;1991;28.02;27.7;0.32;0.2566666665176551;0.41333332657814026;0.2199999950826168;Normal Conditions;496
5;1991;28.2;27.8;0.4;0.4566666583220164;0.4566666583220164;0.2199999950826168;Normal Conditions;497
6;1991;28.25;27.6;0.65;0.6366666654745737;0.6366666654745737;0.2199999950826168;Normal Conditions;498
7;1991;28.05;27.19;0.86;0.7333333293596903;0.7333333293596903;0.2199999950826168;Normal Conditions;499
8;1991;27.53;26.84;0.69;0.6366666754086813;0.7333333293596903;0.2566666665176551;Normal Conditions;500
9;1991;27.14;26.78;0.36;0.6233333349227905;0.7333333293596903;0.4566666583220164;Normal Conditions;501
10;1991;27.58;26.76;0.82;0.7900000214576721;0.7900000214576721;0.6233333349227905;El Nino Event;502
11;1991;27.89;26.7;1.19;1.2100000182787578;1.2100000182787578;0.6233333349227905;El Nino Event;503
12;1991;28.28;26.66;1.62;1.5300000111262004;1.5300000111262004;0.6233333349227905;El Nino Event;504
1;1992;28.37;26.59;1.78;1.7133333285649617;1.7133333285649617;0.6233333349227905;El Nino Event;505
2;1992;28.53;26.79;1.74;1.6333333253860474;1.7133333285649617;0.7900000214576721;El Nino Event;506
3;1992;28.66;27.28;1.38;1.4800000190734863;1.7133333285649617;1.2100000182787578;El Nino Event;507
4;1992;29.02;27.7;1.32;1.2866666714350383;1.7133333285649617;1.2866666714350383;El Nino Event;508
5;1992;28.97;27.8;1.16;1.0600000023841858;1.7133333285649617;1.0600000023841858;El Nino Event;509
6;1992;28.3;27.6;0.7;0.7299999892711639;1.6333333253860474;0.7299999892711639;El Nino Event;510
7;1992;27.51;27.19;0.33;0.36666666716337204;1.4800000190734863;0.36666666716337204;Normal Conditions;511
8;1992;26.91;26.84;0.07;0.09000000605980556;1.2866666714350383;0.09000000605980556;Normal Conditions;512
9;1992;26.66;26.78;-0.13;-0.13333333283662796;1.0600000023841858;-0.13333333283662796;Normal Conditions;513
10;1992;26.42;26.76;-0.34;-0.25;0.7299999892711639;-0.25;Normal Conditions;514
11;1992;26.42;26.7;-0.28;-0.27666666607062024;0.36666666716337204;-0.27666666607062024;Normal Conditions;515
12;1992;26.45;26.66;-0.21;-0.12999999771515527;0.09000000605980556;-0.27666666607062024;Normal Conditions;516
1;1993;26.7;26.59;0.1;0.09000000109275182;0.09000000109275182;-0.27666666607062024;Normal Conditions;517
2;1993;27.17;26.79;0.38;0.293333334227403;0.293333334227403;-0.27666666607062024;Normal Conditions;518
3;1993;27.68;27.28;0.4;0.4966666599114736;0.4966666599114736;-0.27666666607062024;Normal Conditions;519
4;1993;28.41;27.7;0.71;0.6733333369096121;0.6733333369096121;-0.12999999771515527;Normal Conditions;520
5;1993;28.71;27.8;0.91;0.6999999980131785;0.6999999980131785;0.09000000109275182;Normal Conditions;521
6;1993;28.08;27.6;0.48;0.5733333428700765;0.6999999980131785;0.293333334227403;Normal Conditions;522
7;1993;27.52;27.19;0.33;0.3200000027815501;0.6999999980131785;0.3200000027815501;Normal Conditions;523
8;1993;26.99;26.84;0.15;0.25666667024294537;0.6999999980131785;0.25666667024294537;Normal Conditions;524
9;1993;27.07;26.78;0.29;0.15333333238959312;0.6999999980131785;0.15333333238959312;Normal Conditions;525
10;1993;26.78;26.76;0.02;0.10666666366159916;0.5733333428700765;0.10666666366159916;Normal Conditions;526
11;1993;26.71;26.7;0.01;0.043333333606521286;0.3200000027815501;0.043333333606521286;Normal Conditions;527
12;1993;26.76;26.66;0.1;0.0566666666418314;0.25666667024294537;0.043333333606521286;Normal Conditions;528
1;1994;26.65;26.59;0.06;0.06333333315948646;0.15333333238959312;0.043333333606521286;Normal Conditions;529
2;1994;26.82;26.79;0.03;0.06666666579743226;0.10666666366159916;0.043333333606521286;Normal Conditions;530
3;1994;27.39;27.28;0.11;0.17333333132167658;0.17333333132167658;0.043333333606521286;Normal Conditions;531
4;1994;28.08;27.7;0.38;0.30666666726271313;0.30666666726271313;0.0566666666418314;Normal Conditions;532
5;1994;28.24;27.8;0.43;0.4166666666666667;0.4166666666666667;0.06333333315948646;Normal Conditions;533
6;1994;28.04;27.6;0.44;0.40666666626930237;0.4166666666666667;0.06666666579743226;Normal Conditions;534
7;1994;27.54;27.19;0.35;0.44333333770434064;0.44333333770434064;0.17333333132167658;Normal Conditions;535
8;1994;27.38;26.84;0.54;0.4333333373069763;0.44333333770434064;0.30666666726271313;Normal Conditions;536
9;1994;27.19;26.78;0.41;0.5533333321412405;0.5533333321412405;0.40666666626930237;Normal Conditions;537
10;1994;27.47;26.76;0.71;0.7433333297570547;0.7433333297570547;0.40666666626930237;Normal Conditions;538
11;1994;27.81;26.7;1.11;1.0033333500226338;1.0033333500226338;0.4333333373069763;Normal Conditions;539
12;1994;27.85;26.66;1.19;1.09333336353302;1.09333336353302;0.4333333373069763;Normal Conditions;540
1;1995;27.57;26.59;0.98;0.9600000182787577;1.09333336353302;0.5533333321412405;El Nino Event;541
2;1995;27.49;26.79;0.71;0.723333328962326;1.09333336353302;0.723333328962326;El Nino Event;542
3;1995;27.76;27.28;0.48;0.5333333214124044;1.09333336353302;0.5333333214124044;El Nino Event;543
4;1995;28.11;27.7;0.41;0.3033333284159501;1.09333336353302;0.3033333284159501;Normal Conditions;544
5;1995;27.83;27.8;0.02;0.1399999987334013;0.9600000182787577;0.1399999987334013;Normal Conditions;545
6;1995;27.59;27.6;-0.01;-0.03333333320915699;0.723333328962326;-0.03333333320915699;Normal Conditions;546
7;1995;27.08;27.19;-0.11;-0.24333333782851696;0.5333333214124044;-0.24333333782851696;Normal Conditions;547
8;1995;26.23;26.84;-0.61;-0.5399999966224035;0.3033333284159501;-0.5399999966224035;Normal Conditions;548
9;1995;25.88;26.78;-0.9;-0.8100000023841858;0.1399999987334013;-0.8100000023841858;Normal Conditions;549
10;1995;25.84;26.76;-0.92;-0.9733333388964335;-0.03333333320915699;-0.9733333388964335;Normal Conditions;550
11;1995;25.61;26.7;-1.1;-1.0066666801770527;-0.24333333782851696;-1.0066666801770527;Normal Conditions;551
12;1995;25.66;26.66;-1;-0.9866666793823242;-0.5399999966224035;-1.0066666801770527;La Nina Event;552
1;1996;25.7;26.56;-0.86;-0.9033333460489908;-0.8100000023841858;-1.0066666801770527;La Nina Event;553
2;1996;25.91;26.75;-0.85;-0.7566666801770529;-0.7566666801770529;-1.0066666801770527;La Nina Event;554
3;1996;26.69;27.24;-0.56;-0.5900000135103861;-0.5900000135103861;-1.0066666801770527;La Nina Event;555
4;1996;27.36;27.72;-0.36;-0.3933333357175191;-0.3933333357175191;-0.9866666793823242;Normal Conditions;556
5;1996;27.55;27.81;-0.26;-0.30666667222976685;-0.30666667222976685;-0.9033333460489908;Normal Conditions;557
6;1996;27.29;27.59;-0.3;-0.29333333174387616;-0.29333333174387616;-0.7566666801770529;Normal Conditions;558
7;1996;26.85;27.18;-0.32;-0.2733333359162013;-0.2733333359162013;-0.5900000135103861;Normal Conditions;559
8;1996;26.64;26.83;-0.2;-0.3233333279689153;-0.2733333359162013;-0.3933333357175191;Normal Conditions;560
9;1996;26.27;26.73;-0.45;-0.34999999900658924;-0.2733333359162013;-0.34999999900658924;Normal Conditions;561
10;1996;26.27;26.67;-0.4;-0.39666666587193805;-0.2733333359162013;-0.39666666587193805;Normal Conditions;562
11;1996;26.29;26.63;-0.34;-0.45000000794728595;-0.2733333359162013;-0.45000000794728595;Normal Conditions;563
12;1996;25.96;26.56;-0.61;-0.49666667977968854;-0.3233333279689153;-0.49666667977968854;Normal Conditions;564
1;1997;26.02;26.56;-0.54;-0.5033333500226339;-0.34999999900658924;-0.5033333500226339;Normal Conditions;565
2;1997;26.39;26.75;-0.36;-0.36666667958100635;-0.36666667958100635;-0.5033333500226339;Normal Conditions;566
3;1997;27.05;27.24;-0.2;-0.0966666688521703;-0.0966666688521703;-0.5033333500226339;Normal Conditions;567
4;1997;27.99;27.72;0.27;0.27666666607062024;0.27666666607062024;-0.5033333500226339;Normal Conditions;568
5;1997;28.58;27.81;0.76;0.7500000099341074;0.7500000099341074;-0.5033333500226339;Normal Conditions;569
6;1997;28.81;27.59;1.22;1.2166666587193806;1.2166666587193806;-0.36666667958100635;Normal Conditions;570
7;1997;28.85;27.18;1.67;1.599999984105428;1.599999984105428;-0.0966666688521703;Normal Conditions;571
8;1997;28.74;26.83;1.91;1.8999999364217122;1.8999999364217122;0.27666666607062024;Normal Conditions;572
9;1997;28.84;26.73;2.12;2.143333315849304;2.143333315849304;0.7500000099341074;El Nino Event;573
10;1997;29.07;26.67;2.4;2.3333333333333335;2.3333333333333335;1.2166666587193806;El Nino Event;574
11;1997;29.11;26.63;2.48;2.400000015894572;2.400000015894572;1.599999984105428;El Nino Event;575
12;1997;28.89;26.56;2.32;2.3899999459584556;2.400000015894572;1.8999999364217122;El Nino Event;576
1;1998;28.93;26.56;2.37;2.2399999300638833;2.400000015894572;2.143333315849304;El Nino Event;577
2;1998;28.79;26.75;2.03;1.9266666173934937;2.400000015894572;1.9266666173934937;El Nino Event;578
3;1998;28.63;27.24;1.38;1.4366666475931804;2.400000015894572;1.4366666475931804;El Nino Event;579
4;1998;28.61;27.72;0.9;0.9933333198229471;2.3899999459584556;0.9933333198229471;El Nino Event;580
5;1998;28.52;27.81;0.7;0.4533333232005437;2.2399999300638833;0.4533333232005437;Normal Conditions;581
6;1998;27.35;27.59;-0.24;-0.13333334028720856;1.9266666173934937;-0.13333334028720856;Normal Conditions;582
7;1998;26.32;27.18;-0.86;-0.7833333363135656;1.4366666475931804;-0.7833333363135656;Normal Conditions;583
8;1998;25.59;26.83;-1.25;-1.1233333349227905;0.9933333198229471;-1.1233333349227905;Normal Conditions;584
9;1998;25.47;26.73;-1.26;-1.306666652361552;0.4533333232005437;-1.306666652361552;Normal Conditions;585
10;1998;25.26;26.67;-1.41;-1.349999984105428;-0.13333334028720856;-1.349999984105428;Normal Conditions;586
11;1998;25.25;26.63;-1.38;-1.4766666491826375;-0.7833333363135656;-1.4766666491826375;La Nina Event;587
12;1998;24.92;26.56;-1.64;-1.5700000127156575;-1.1233333349227905;-1.5700000127156575;La Nina Event;588
1;1999;24.87;26.56;-1.69;-1.5466666618982952;-1.306666652361552;-1.5700000127156575;La Nina Event;589
2;1999;25.44;26.75;-1.31;-1.299999992052714;-1.299999992052714;-1.5700000127156575;La Nina Event;590
3;1999;26.34;27.24;-0.9;-1.0699999729792278;-1.0699999729792278;-1.5700000127156575;La Nina Event;591
4;1999;26.71;27.72;-1;-0.9733333190282186;-0.9733333190282186;-1.5700000127156575;La Nina Event;592
5;1999;26.79;27.81;-1.02;-1.0233333110809326;-0.9733333190282186;-1.5466666618982952;La Nina Event;593
6;1999;26.54;27.59;-1.05;-1.0399999618530273;-0.9733333190282186;-1.299999992052714;La Nina Event;594
7;1999;26.13;27.18;-1.05;-1.096666653951009;-0.9733333190282186;-1.096666653951009;La Nina Event;595
8;1999;25.64;26.83;-1.19;-1.1100000143051147;-0.9733333190282186;-1.1100000143051147;La Nina Event;596
9;1999;25.63;26.73;-1.09;-1.1566667159398396;-1.0233333110809326;-1.1566667159398396;La Nina Event;597
10;1999;25.48;26.67;-1.19;-1.2600000301996868;-1.0399999618530273;-1.2600000301996868;La Nina Event;598
11;1999;25.13;26.63;-1.5;-1.4633333683013916;-1.096666653951009;-1.4633333683013916;La Nina Event;599
12;1999;24.87;26.56;-1.7;-1.65666667620341;-1.1100000143051147;-1.65666667620341;La Nina Event;600
1;2000;24.79;26.56;-1.77;-1.6666666666666667;-1.1566667159398396;-1.6666666666666667;La Nina Event;601
2;2000;25.23;26.75;-1.53;-1.4099999864896138;-1.2600000301996868;-1.6666666666666667;La Nina Event;602
3;2000;26.31;27.24;-0.93;-1.0699999928474426;-1.0699999928474426;-1.6666666666666667;La Nina Event;603
4;2000;26.96;27.72;-0.75;-0.8066666722297668;-0.8066666722297668;-1.6666666666666667;La Nina Event;604
5;2000;27.08;27.81;-0.74;-0.7099999984105428;-0.7099999984105428;-1.6666666666666667;La Nina Event;605
6;2000;26.95;27.59;-0.64;-0.6433333357175192;-0.6433333357175192;-1.4099999864896138;La Nina Event;606
7;2000;26.63;27.18;-0.55;-0.5533333321412405;-0.5533333321412405;-1.0699999928474426;La Nina Event;607
8;2000;26.37;26.83;-0.47;-0.5133333305517832;-0.5133333305517832;-0.8066666722297668;La Nina Event;608
9;2000;26.2;26.73;-0.52;-0.5466666519641876;-0.5133333305517832;-0.7099999984105428;La Nina Event;609
10;2000;26.02;26.67;-0.65;-0.6266666452089945;-0.5133333305517832;-0.6433333357175192;La Nina Event;610
11;2000;25.92;26.63;-0.71;-0.7466666499773661;-0.5133333305517832;-0.7466666499773661;La Nina Event;611
12;2000;25.69;26.56;-0.88;-0.7399999896685282;-0.5133333305517832;-0.7466666499773661;La Nina Event;612
1;2001;25.82;26.45;-0.63;-0.6799999872843424;-0.5466666519641876;-0.7466666499773661;La Nina Event;613
2;2001;26.14;26.66;-0.53;-0.5166666507720947;-0.5166666507720947;-0.7466666499773661;La Nina Event;614
3;2001;26.82;27.21;-0.39;-0.43666664759318036;-0.43666664759318036;-0.7466666499773661;Normal Conditions;615
4;2001;27.34;27.73;-0.39;-0.3399999886751175;-0.3399999886751175;-0.7399999896685282;Normal Conditions;616
5;2001;27.6;27.85;-0.24;-0.2466666599114736;-0.2466666599114736;-0.6799999872843424;Normal Conditions;617
6;2001;27.54;27.65;-0.11;-0.1199999979386727;-0.1199999979386727;-0.5166666507720947;Normal Conditions;618
7;2001;27.25;27.26;-0.01;-0.07333333355685075;-0.07333333355685075;-0.43666664759318036;Normal Conditions;619
8;2001;26.8;26.91;-0.1;-0.13000000081956387;-0.07333333355685075;-0.3399999886751175;Normal Conditions;620
9;2001;26.52;26.8;-0.28;-0.18666666994492212;-0.07333333355685075;-0.2466666599114736;Normal Conditions;621
10;2001;26.57;26.75;-0.18;-0.2900000015894572;-0.07333333355685075;-0.2900000015894572;Normal Conditions;622
11;2001;26.34;26.75;-0.41;-0.350000003973643;-0.07333333355685075;-0.350000003973643;Normal Conditions;623
12;2001;26.2;26.65;-0.46;-0.30666666850447655;-0.13000000081956387;-0.350000003973643;Normal Conditions;624
1;2002;26.4;26.45;-0.05;-0.15000000347693762;-0.15000000347693762;-0.350000003973643;Normal Conditions;625
2;2002;26.72;26.66;0.06;0.033333333830038704;0.033333333830038704;-0.350000003973643;Normal Conditions;626
3;2002;27.3;27.21;0.09;0.08999999985098839;0.08999999985098839;-0.350000003973643;Normal Conditions;627
4;2002;27.85;27.73;0.12;0.20333333561817804;0.20333333561817804;-0.30666666850447655;Normal Conditions;628
5;2002;28.24;27.85;0.4;0.43666667491197586;0.43666667491197586;-0.15000000347693762;Normal Conditions;629
6;2002;28.44;27.65;0.79;0.6533333361148834;0.6533333361148834;0.033333333830038704;Normal Conditions;630
7;2002;28.03;27.26;0.77;0.7900000015894572;0.7900000015894572;0.08999999985098839;Normal Conditions;631
8;2002;27.72;26.91;0.81;0.8633333245913187;0.8633333245913187;0.20333333561817804;Normal Conditions;632
9;2002;27.81;26.8;1.01;1.0066666801770527;1.0066666801770527;0.43666667491197586;Normal Conditions;633
10;2002;27.96;26.75;1.2;1.2066666682561238;1.2066666682561238;0.6533333361148834;El Nino Event;634
11;2002;28.16;26.75;1.41;1.306666652361552;1.306666652361552;0.7900000015894572;El Nino Event;635
12;2002;27.97;26.65;1.31;1.1399999658266704;1.306666652361552;0.8633333245913187;El Nino Event;636
1;2003;27.16;26.45;0.7;0.9166666467984518;1.306666652361552;0.9166666467984518;El Nino Event;637
2;2003;27.4;26.66;0.74;0.6299999952316284;1.306666652361552;0.6299999952316284;El Nino Event;638
3;2003;27.66;27.21;0.45;0.3799999989569187;1.306666652361552;0.3799999989569187;Normal Conditions;639
4;2003;27.69;27.73;-0.05;-0.03999999786416689;1.1399999658266704;-0.03999999786416689;Normal Conditions;640
5;2003;27.32;27.85;-0.52;-0.25999999170502025;0.9166666467984518;-0.25999999170502025;Normal Conditions;641
